,Generator,Time,Value,Zones,Type,$/MWh
0,RATHDRUM_1,1,0.0,PNW,Gas,44.293121255610004
1,RATHDRUM_1,2,0.0,PNW,Gas,44.293121255610004
2,RATHDRUM_1,3,0.0,PNW,Gas,44.293121255610004
3,RATHDRUM_1,4,0.0,PNW,Gas,44.293121255610004
4,RATHDRUM_1,5,0.0,PNW,Gas,44.293121255610004
5,RATHDRUM_1,6,0.0,PNW,Gas,44.293121255610004
6,RATHDRUM_1,7,0.0,PNW,Gas,44.293121255610004
7,RATHDRUM_1,8,0.0,PNW,Gas,44.293121255610004
8,RATHDRUM_1,9,0.0,PNW,Gas,44.293121255610004
9,RATHDRUM_1,10,0.0,PNW,Gas,44.293121255610004
10,RATHDRUM_1,11,0.0,PNW,Gas,44.293121255610004
11,RATHDRUM_1,12,0.0,PNW,Gas,44.293121255610004
12,RATHDRUM_1,13,0.0,PNW,Gas,44.293121255610004
13,RATHDRUM_1,14,0.0,PNW,Gas,44.293121255610004
14,RATHDRUM_1,15,0.0,PNW,Gas,44.293121255610004
15,RATHDRUM_1,16,0.0,PNW,Gas,44.293121255610004
16,RATHDRUM_1,17,0.0,PNW,Gas,44.293121255610004
17,RATHDRUM_1,18,0.0,PNW,Gas,44.293121255610004
18,RATHDRUM_1,19,0.0,PNW,Gas,44.293121255610004
19,RATHDRUM_1,20,0.0,PNW,Gas,44.293121255610004
20,RATHDRUM_1,21,0.0,PNW,Gas,44.293121255610004
21,RATHDRUM_1,22,0.0,PNW,Gas,44.293121255610004
22,RATHDRUM_1,23,0.0,PNW,Gas,44.293121255610004
23,RATHDRUM_1,24,0.0,PNW,Gas,44.293121255610004
24,RATHDRUM_2,1,0.0,PNW,Gas,44.293121255610004
25,RATHDRUM_2,2,0.0,PNW,Gas,44.293121255610004
26,RATHDRUM_2,3,0.0,PNW,Gas,44.293121255610004
27,RATHDRUM_2,4,0.0,PNW,Gas,44.293121255610004
28,RATHDRUM_2,5,0.0,PNW,Gas,44.293121255610004
29,RATHDRUM_2,6,0.0,PNW,Gas,44.293121255610004
30,RATHDRUM_2,7,0.0,PNW,Gas,44.293121255610004
31,RATHDRUM_2,8,0.0,PNW,Gas,44.293121255610004
32,RATHDRUM_2,9,0.0,PNW,Gas,44.293121255610004
33,RATHDRUM_2,10,0.0,PNW,Gas,44.293121255610004
34,RATHDRUM_2,11,0.0,PNW,Gas,44.293121255610004
35,RATHDRUM_2,12,0.0,PNW,Gas,44.293121255610004
36,RATHDRUM_2,13,0.0,PNW,Gas,44.293121255610004
37,RATHDRUM_2,14,0.0,PNW,Gas,44.293121255610004
38,RATHDRUM_2,15,0.0,PNW,Gas,44.293121255610004
39,RATHDRUM_2,16,0.0,PNW,Gas,44.293121255610004
40,RATHDRUM_2,17,0.0,PNW,Gas,44.293121255610004
41,RATHDRUM_2,18,0.0,PNW,Gas,44.293121255610004
42,RATHDRUM_2,19,0.0,PNW,Gas,44.293121255610004
43,RATHDRUM_2,20,0.0,PNW,Gas,44.293121255610004
44,RATHDRUM_2,21,0.0,PNW,Gas,44.293121255610004
45,RATHDRUM_2,22,0.0,PNW,Gas,44.293121255610004
46,RATHDRUM_2,23,0.0,PNW,Gas,44.293121255610004
47,RATHDRUM_2,24,0.0,PNW,Gas,44.293121255610004
48,RATHDRUMPWR_CTG1,1,35.88,PNW,Gas,30.536977464179998
49,RATHDRUMPWR_CTG1,2,35.88,PNW,Gas,30.536977464179998
50,RATHDRUMPWR_CTG1,3,35.88,PNW,Gas,30.536977464179998
51,RATHDRUMPWR_CTG1,4,35.88,PNW,Gas,30.536977464179998
52,RATHDRUMPWR_CTG1,5,35.88,PNW,Gas,30.536977464179998
53,RATHDRUMPWR_CTG1,6,35.88,PNW,Gas,30.536977464179998
54,RATHDRUMPWR_CTG1,7,35.88,PNW,Gas,30.536977464179998
55,RATHDRUMPWR_CTG1,8,35.88,PNW,Gas,30.536977464179998
56,RATHDRUMPWR_CTG1,9,35.88,PNW,Gas,30.536977464179998
57,RATHDRUMPWR_CTG1,10,35.88,PNW,Gas,30.536977464179998
58,RATHDRUMPWR_CTG1,11,35.88,PNW,Gas,30.536977464179998
59,RATHDRUMPWR_CTG1,12,35.88,PNW,Gas,30.536977464179998
60,RATHDRUMPWR_CTG1,13,35.88,PNW,Gas,30.536977464179998
61,RATHDRUMPWR_CTG1,14,35.88,PNW,Gas,30.536977464179998
62,RATHDRUMPWR_CTG1,15,35.88,PNW,Gas,30.536977464179998
63,RATHDRUMPWR_CTG1,16,35.88,PNW,Gas,30.536977464179998
