,Source,Sink,Time,Value
0,PGE_bay,PGE_bay,1,0.0
1,PGE_bay,PGE_bay,2,0.0
2,PGE_bay,PGE_bay,3,0.0
3,PGE_bay,PGE_bay,4,0.0
4,PGE_bay,PGE_bay,5,0.0
5,PGE_bay,PGE_bay,6,0.0
6,PGE_bay,PGE_bay,7,0.0
7,PGE_bay,PGE_bay,8,0.0
8,PGE_bay,PGE_bay,9,0.0
9,PGE_bay,PGE_bay,10,0.0
10,PGE_bay,PGE_bay,11,0.0
11,PGE_bay,PGE_bay,12,0.0
12,PGE_bay,PGE_bay,13,0.0
13,PGE_bay,PGE_bay,14,0.0
14,PGE_bay,PGE_bay,15,0.0
15,PGE_bay,PGE_bay,16,0.0
16,PGE_bay,PGE_bay,17,0.0
17,PGE_bay,PGE_bay,18,0.0
18,PGE_bay,PGE_bay,19,0.0
19,PGE_bay,PGE_bay,20,0.0
20,PGE_bay,PGE_bay,21,0.0
21,PGE_bay,PGE_bay,22,0.0
22,PGE_bay,PGE_bay,23,0.0
23,PGE_bay,PGE_bay,24,0.0
24,PGE_bay,PGE_valley,1,0.0
25,PGE_bay,PGE_valley,2,0.0
26,PGE_bay,PGE_valley,3,0.0
27,PGE_bay,PGE_valley,4,0.0
28,PGE_bay,PGE_valley,5,0.0
29,PGE_bay,PGE_valley,6,0.0
30,PGE_bay,PGE_valley,7,0.0
31,PGE_bay,PGE_valley,8,0.0
32,PGE_bay,PGE_valley,9,0.0
33,PGE_bay,PGE_valley,10,0.0
34,PGE_bay,PGE_valley,11,0.0
35,PGE_bay,PGE_valley,12,0.0
36,PGE_bay,PGE_valley,13,0.0
37,PGE_bay,PGE_valley,14,0.0
38,PGE_bay,PGE_valley,15,0.0
39,PGE_bay,PGE_valley,16,0.0
40,PGE_bay,PGE_valley,17,0.0
41,PGE_bay,PGE_valley,18,0.0
42,PGE_bay,PGE_valley,19,0.0
43,PGE_bay,PGE_valley,20,0.0
44,PGE_bay,PGE_valley,21,0.0
45,PGE_bay,PGE_valley,22,0.0
46,PGE_bay,PGE_valley,23,0.0
47,PGE_bay,PGE_valley,24,0.0
48,PGE_bay,SCE,1,0.0
49,PGE_bay,SCE,2,0.0
50,PGE_bay,SCE,3,0.0
51,PGE_bay,SCE,4,0.0
52,PGE_bay,SCE,5,0.0
53,PGE_bay,SCE,6,0.0
54,PGE_bay,SCE,7,0.0
55,PGE_bay,SCE,8,0.0
56,PGE_bay,SCE,9,0.0
57,PGE_bay,SCE,10,0.0
58,PGE_bay,SCE,11,0.0
59,PGE_bay,SCE,12,0.0
60,PGE_bay,SCE,13,0.0
61,PGE_bay,SCE,14,0.0
62,PGE_bay,SCE,15,0.0
63,PGE_bay,SCE,16,0.0
64,PGE_bay,SCE,17,0.0
65,PGE_bay,SCE,18,0.0
66,PGE_bay,SCE,19,0.0
67,PGE_bay,SCE,20,0.0
68,PGE_bay,SCE,21,0.0
69,PGE_bay,SCE,22,0.0
70,PGE_bay,SCE,23,0.0
71,PGE_bay,SCE,24,0.0
72,PGE_bay,SDGE,1,0.0
73,PGE_bay,SDGE,2,0.0
74,PGE_bay,SDGE,3,0.0
75,PGE_bay,SDGE,4,0.0
76,PGE_bay,SDGE,5,0.0
77,PGE_bay,SDGE,6,0.0
78,PGE_bay,SDGE,7,0.0
79,PGE_bay,SDGE,8,0.0
80,PGE_bay,SDGE,9,0.0
81,PGE_bay,SDGE,10,0.0
82,PGE_bay,SDGE,11,0.0
83,PGE_bay,SDGE,12,0.0
84,PGE_bay,SDGE,13,0.0
85,PGE_bay,SDGE,14,0.0
86,PGE_bay,SDGE,15,0.0
87,PGE_bay,SDGE,16,0.0
88,PGE_bay,SDGE,17,0.0
89,PGE_bay,SDGE,18,0.0
90,PGE_bay,SDGE,19,0.0
91,PGE_bay,SDGE,20,0.0
92,PGE_bay,SDGE,21,0.0
93,PGE_bay,SDGE,22,0.0
94,PGE_bay,SDGE,23,0.0
95,PGE_bay,SDGE,24,0.0
96,PGE_valley,PGE_bay,1,3068.4159428935395
97,PGE_valley,PGE_bay,2,2976.1770902872954
98,PGE_valley,PGE_bay,3,2850.1008492425713
99,PGE_valley,PGE_bay,4,2719.447511247918
100,PGE_valley,PGE_bay,5,2689.460387903158
101,PGE_valley,PGE_bay,6,2776.241080474609
102,PGE_valley,PGE_bay,7,2757.617479544981
103,PGE_valley,PGE_bay,8,3161.007081932577
104,PGE_valley,PGE_bay,9,3474.4578946501247
105,PGE_valley,PGE_bay,10,3696.2656679741
106,PGE_valley,PGE_bay,11,3746.086611343579
107,PGE_valley,PGE_bay,12,3649.996527856048
108,PGE_valley,PGE_bay,13,3599.2964366280908
109,PGE_valley,PGE_bay,14,3458.0377841961886
110,PGE_valley,PGE_bay,15,3542.5412074617475
